Name,Date,Distance,Time
Frodo,6/25/2024,9.34,99.14
Frodo,6/25/2024,5.63,54.65
Frodo,6/9/2024,0.74,7.14
Frodo,6/9/2024,1.31,11.97
Frodo,6/29/2024,6.46,70.05
Frodo,6/2/2024,0.82,9.01
Frodo,6/21/2024,0.62,6.66
Frodo,6/14/2024,4.9,48.88
Frodo,6/17/2024,0.63,7.01
Frodo,6/5/2024,9.87,79.74
Frodo,6/15/2024,4.45,49.15
Frodo,6/13/2024,1.13,11.75
Frodo,6/30/2024,3.19,25.98
Frodo,7/6/2024,0.73,6.21
Frodo,7/6/2024,9.42,100.87
Frodo,7/12/2024,5.84,48.4
Frodo,7/7/2024,3.9,39.93
Frodo,7/28/2024,0.6,5.17
Frodo,7/2/2024,8.86,71.43
Frodo,7/2/2024,6.61,71.78
Frodo,7/30/2024,3.18,34.98
Frodo,7/24/2024,0.76,8.1
Frodo,7/24/2024,5.66,53.47
Frodo,7/20/2024,4.2,49.23
Frodo,7/9/2024,2.23,22.11
Frodo,7/23/2024,6.29,70.76
Frodo,7/15/2024,9.07,96.99
Frodo,7/15/2024,0.72,7.94
Frodo,7/14/2024,5.07,55.32
Frodo,7/19/2024,8.39,75.61
Frodo,7/22/2024,4.57,38.09
Frodo,7/16/2024,5.04,56.72
Frodo,7/16/2024,7.64,77.41
Frodo,7/3/2024,3.96,31.79
Frodo,7/3/2024,8.34,97.24
Frodo,7/10/2024,9.39,89.56
Frodo,7/26/2024,6.88,73.55
Frodo,7/17/2024,4.31,39.64
Frodo,7/31/2024,0.52,5.78
Frodo,8/3/2024,9.03,78.57
Frodo,8/3/2024,1.38,14.12
Frodo,8/23/2024,3.21,29.57
Frodo,8/31/2024,2.51,25.02
Frodo,8/18/2024,2.33,19.55
Frodo,8/25/2024,8.12,84.43
Frodo,8/7/2024,1.77,19.78
Frodo,8/27/2024,9.8,100.7
Frodo,8/11/2024,2.57,23
Frodo,8/1/2024,4.65,48.28
Frodo,8/14/2024,8.84,84.05
Frodo,9/17/2024,7.93,75.3
Frodo,9/17/2024,7.09,83.64
Frodo,9/3/2024,6.52,55.98
Frodo,9/5/2024,7.63,88.9
Frodo,9/5/2024,1.54,15.56
Frodo,9/24/2024,7.45,64.29
Frodo,9/23/2024,7.68,86.7
Frodo,9/23/2024,6.18,56.98
Frodo,9/7/2024,3.09,25.09
Frodo,9/4/2024,6.8,66.8
Frodo,9/4/2024,1.4,15
Frodo,10/23/2024,3.71,32.1
Frodo,10/23/2024,5.12,41.75
Frodo,10/21/2024,4.48,41.57
Frodo,10/13/2024,4.64,44.55
Frodo,10/24/2024,4.38,37.89
Frodo,11/17/2024,9.69,108.93
Frodo,11/17/2024,1.22,12.76
Frodo,11/29/2024,4.25,35.18
Frodo,11/2/2024,5.92,65.8
Frodo,12/24/2024,8.38,83.87
Frodo,12/24/2024,5.59,44.88
Frodo,12/11/2024,3.8,32.39
Frodo,12/2/2024,7.48,76.15
Sam,1/6/2024,1.37,18.49
Sam,1/6/2024,1.9,30.5
Sam,1/25/2024,8.26,114.58
Sam,1/14/2024,9.65,155.78
Sam,1/17/2024,7.02,107.69
Sam,1/16/2024,6.44,89.43
Sam,1/9/2024,9.31,143.61
Sam,1/3/2024,6.13,88.47
Sam,1/10/2024,9.25,126.21
Sam,1/19/2024,8.65,126.2
Sam,2/22/2024,1.08,17.56
Sam,2/22/2024,1.75,23.91
Sam,2/5/2024,3.2,43.75
Sam,2/7/2024,1.55,20.77
Sam,2/7/2024,1.76,28.44
Sam,2/18/2024,4.86,65.94
Sam,2/2/2024,6.62,89.24
Sam,2/20/2024,6.51,93.63
Sam,2/20/2024,5.81,98.06
Sam,2/14/2024,7.93,114.67
Sam,2/14/2024,7.48,124.26
Sam,2/3/2024,4.61,73.88
Sam,2/3/2024,9.12,120.94
Sam,2/28/2024,5.71,91.29
Sam,2/25/2024,7.83,103.84
Sam,2/25/2024,4.07,59.43
Sam,2/29/2024,5.39,81.89
Sam,2/29/2024,4.89,76
Sam,2/27/2024,0.52,8.44
Sam,2/13/2024,4.57,70.41
Sam,2/13/2024,4.01,64.87
Sam,2/19/2024,4.07,61.46
Sam,2/19/2024,7.8,104.88
Sam,2/17/2024,9.9,142.26
Sam,2/11/2024,6.81,106.18
Sam,3/18/2024,4.92,64.76
Sam,3/18/2024,3.72,57.31
Sam,3/28/2024,6.43,102.6
Sam,3/14/2024,5.14,73.62
Sam,3/7/2024,8.3,119.79
Sam,3/5/2024,4.87,75.47
Sam,3/5/2024,1.64,24.25
Sam,3/8/2024,1.72,26.14
Sam,3/1/2024,8.31,125.28
Sam,3/29/2024,3.15,46
Sam,3/6/2024,2.79,41.81
Sam,3/13/2024,8.66,134.53
Sam,4/12/2024,9.85,158.26
Sam,4/12/2024,2.89,40.53
Sam,4/23/2024,8.07,128.94
Sam,4/29/2024,8.73,126.37
Sam,4/5/2024,4.56,69.69
Sam,4/30/2024,2.79,46.04
Sam,4/27/2024,8.93,148.57
Sam,4/15/2024,7.85,111.91
Sam,4/20/2024,9.63,142.2
Sam,4/14/2024,3.06,46.47
Sam,4/7/2024,0.81,12.37
Sam,4/26/2024,7.09,111.31
Sam,4/11/2024,0.85,13.74
Sam,5/7/2024,4.8,72.23
Sam,5/7/2024,4.13,58.18
Sam,5/20/2024,2.84,41.18
Sam,5/20/2024,1.41,20.1
Sam,5/31/2024,2.69,38.63
Sam,5/15/2024,5.19,67.53
Sam,6/22/2024,7.18,115.24
Sam,6/22/2024,4.85,76.87
Sam,6/9/2024,7.94,131.87
Sam,6/20/2024,3.55,51.86
Sam,6/26/2024,5.48,74.03
Sam,6/15/2024,4.24,65.65
Sam,6/15/2024,7.05,119.63
Sam,6/30/2024,6.56,90.54
Sam,6/24/2024,5.35,69.98
Sam,6/24/2024,8.68,128.8
Sam,6/27/2024,8.69,119.54
Sam,6/11/2024,0.96,15.35
Sam,6/12/2024,2.48,39.57
Sam,6/29/2024,6.59,111.32
Sam,6/13/2024,0.77,11.73
Sam,6/10/2024,9.11,121.9
Sam,6/7/2024,1.81,27.3
Sam,6/16/2024,1.9,29.33
Sam,6/1/2024,3.89,61.33
Sam,6/6/2024,7.06,117.42
Sam,7/9/2024,6.1,79.53
Sam,7/9/2024,8.8,126.73
Sam,7/15/2024,7.16,113.16
Sam,7/5/2024,8.11,137.6
Sam,7/5/2024,7.68,108.77
Sam,7/16/2024,3.93,56.01
Sam,7/16/2024,3.6,60.27
Sam,7/19/2024,9.01,148.62
Sam,7/8/2024,5.8,94.47
Sam,7/17/2024,4.39,62.11
Sam,7/20/2024,3.83,57.15
Sam,7/20/2024,7.9,121.11
Sam,7/14/2024,9.65,162.95
Sam,7/14/2024,1.72,24.6
Sam,7/31/2024,6.95,110.01
Sam,7/4/2024,4.81,74.12
Sam,7/2/2024,1.58,22.49
Sam,7/10/2024,2.71,43.22
Sam,7/10/2024,7.72,113.14
Sam,7/1/2024,7.78,118.53
Sam,7/24/2024,8.02,117.16
Sam,8/17/2024,4.85,74.88
Sam,8/17/2024,4.37,69.65
Sam,8/3/2024,2.51,37.1
Sam,8/16/2024,9.42,141.81
Sam,8/13/2024,1.76,25.12
Sam,8/27/2024,4.74,65.1
Sam,8/21/2024,0.87,12.29
Sam,8/21/2024,5.65,76.06
Sam,8/4/2024,5.74,91.75
Sam,8/2/2024,8.08,122.58
Sam,8/2/2024,4.86,70.99
Sam,8/20/2024,6.46,95.76
Sam,8/6/2024,7.94,121.01
Sam,8/26/2024,1.21,18.16
Sam,8/26/2024,6.81,90.89
Sam,8/22/2024,6.75,88.5
Sam,8/7/2024,5.63,91.61
Sam,8/19/2024,2.59,40.01
Sam,9/11/2024,3.65,51.73
Sam,9/11/2024,9.47,125.04
Sam,9/2/2024,1.26,17.74
Sam,9/2/2024,9.46,152.46
Sam,9/8/2024,8.63,120.8
Sam,9/27/2024,8.24,113.67
Sam,9/27/2024,9.92,144.68
Sam,9/4/2024,3.89,56.25
Sam,9/20/2024,4.26,62.75
Sam,9/20/2024,5.82,80.83
Sam,9/15/2024,9.87,143.25
Sam,9/28/2024,7.75,116
Sam,9/26/2024,0.66,8.99
Sam,9/26/2024,5.66,87.88
Sam,9/24/2024,9.96,161.75
Sam,9/24/2024,6.7,93.38
Sam,9/3/2024,4.62,62.11
Sam,9/3/2024,9.85,161.76
Sam,9/13/2024,6.99,111.93
Sam,9/25/2024,4.92,73.48
Sam,9/25/2024,3.83,62.36
Sam,9/29/2024,0.75,11.61
Sam,9/7/2024,0.52,7.67
Sam,9/14/2024,2.43,31.6
Sam,9/17/2024,3.83,56.16
Sam,10/8/2024,9.07,121.75
Sam,10/8/2024,7.67,111.75
Sam,10/20/2024,5.28,75.27
Sam,10/18/2024,5.22,80.24
Sam,10/18/2024,6.46,109.3
Sam,10/7/2024,6.96,107.03
Sam,10/27/2024,3.17,42.46
Sam,10/27/2024,8.21,129.43
Sam,10/24/2024,9.71,153.12
Sam,10/24/2024,2.35,31.24
Sam,10/26/2024,2.57,42.25
Sam,10/26/2024,8.76,136.66
Sam,10/28/2024,4.8,73.2
Sam,10/2/2024,1.15,18.2
Sam,10/19/2024,5.37,80.75
Sam,10/19/2024,7.58,124.49
Sam,10/13/2024,6.71,113
Sam,10/13/2024,3.36,45.53
Sam,10/3/2024,7.49,103.51
Sam,10/30/2024,3.05,42.84
Sam,10/30/2024,5.35,72.85
Sam,10/14/2024,7.1,102.61
Sam,10/10/2024,2.09,30.75
Sam,10/31/2024,3.89,59.84
Sam,11/3/2024,5.8,91.88
Sam,11/3/2024,2.59,41.13
Sam,11/18/2024,5.94,77.66
Sam,11/22/2024,3.04,44.72
Sam,11/22/2024,2.07,28.62
Sam,11/27/2024,4.13,60.91
Sam,11/27/2024,1.75,24.4
Sam,11/12/2024,7.52,125.99
Sam,11/12/2024,9.71,158.33
Sam,11/30/2024,9.97,137.69
Sam,11/30/2024,8.63,118.69
Sam,11/9/2024,8.11,109.54
Sam,11/20/2024,7.23,94.67
Sam,11/28/2024,7.11,112.69
Sam,11/6/2024,1.75,25.68
Sam,11/2/2024,2.63,42.1
Sam,11/2/2024,8.51,116.49
Sam,11/11/2024,7.62,126.01
Sam,11/14/2024,8.51,125.99
Sam,11/1/2024,8.76,132.59
Sam,11/29/2024,9.25,145.31
Sam,11/19/2024,6.75,108.48
Sam,11/24/2024,9.61,150.57
Sam,12/31/2024,8.21,133.86
Sam,12/31/2024,8.03,121.57
Sam,12/19/2024,2.56,36.74
Sam,12/3/2024,7.16,112.14
Sam,12/3/2024,6.02,96.06
Sam,12/5/2024,6.84,110.9
Sam,12/26/2024,4.03,54.22
Sam,12/26/2024,9.46,159.67
Sam,12/29/2024,5.78,83.21
Sam,12/20/2024,3.19,46.41
Sam,12/20/2024,8.04,130.6
Sam,12/10/2024,6.26,96.71
Sam,12/14/2024,4.05,65.14
Sam,12/14/2024,3.55,53.49
Sam,12/30/2024,2.65,43.95
Sam,12/6/2024,3.24,47.59
Sam,12/24/2024,1.28,19.19
Sam,12/21/2024,3.43,57.69
Sam,12/1/2024,4.46,72.3
Sam,12/7/2024,3.41,56.9
Sam,12/23/2024,8.77,132.06
Sam,12/11/2024,1.78,26.38
Merry,1/13/2024,3.57,77.32
Merry,1/13/2024,4.26,83.41
Merry,1/7/2024,1.37,27.9
Merry,1/19/2024,6.38,140.18
Merry,1/17/2024,8.89,182.41
Merry,1/30/2024,7.9,159.04
Merry,1/20/2024,9.11,168.7
Merry,1/4/2024,0.92,19.44
Merry,1/25/2024,1.17,25.64
Merry,1/8/2024,5.59,118.51
Merry,2/16/2024,9.5,206.2
Merry,2/16/2024,9.82,193.9
Merry,2/8/2024,6.88,124.42
Merry,2/22/2024,5.64,109.87
Merry,2/19/2024,8.4,168.64
Merry,2/28/2024,4.95,100.67
Merry,2/5/2024,8.15,150.47
Merry,2/5/2024,0.81,17.7
Merry,2/9/2024,2.33,44.21
Merry,2/9/2024,5.18,100.72
Merry,2/11/2024,1.92,35.24
Merry,2/25/2024,9.45,170.62
Merry,2/10/2024,1.54,32.37
Merry,3/22/2024,6.41,118.18
Merry,3/22/2024,1.21,24.15
Merry,3/7/2024,6.87,129.59
Merry,3/4/2024,4.8,97.34
Merry,3/6/2024,6.2,120.35
Merry,3/17/2024,2.11,41.23
Merry,3/29/2024,9.08,181.43
Merry,3/13/2024,0.77,16.76
Merry,4/26/2024,0.51,11.19
Merry,4/26/2024,8.33,150.3
Merry,4/8/2024,3.89,71.04
Merry,4/6/2024,6.08,115.49
Merry,4/1/2024,2.44,49.63
Merry,4/1/2024,9.09,177.24
Merry,4/10/2024,2.67,51.98
Merry,4/30/2024,8.4,170.06
Merry,4/30/2024,9.48,195.85
Merry,4/14/2024,5.92,129.78
Merry,4/14/2024,3.92,76.64
Merry,4/27/2024,6.51,131.36
Merry,4/3/2024,0.84,15.46
Merry,4/28/2024,6.97,141.93
Merry,4/28/2024,1.07,20.24
Merry,4/13/2024,3.65,78.99
Merry,4/11/2024,3.16,57.61
Merry,4/24/2024,3.42,73.94
Merry,4/5/2024,8.4,166.91
Merry,4/18/2024,9.55,198.6
Merry,4/25/2024,8.1,151.31
Merry,5/18/2024,8,145.4
Merry,5/18/2024,6.66,126.41
Merry,5/30/2024,3.69,69.64
Merry,5/30/2024,9.37,178.83
Merry,5/4/2024,6.51,124.04
Merry,5/13/2024,7.85,167.59
Merry,5/13/2024,3.78,77.72
Merry,5/25/2024,7.78,152.81
Merry,5/27/2024,7.45,150.65
Merry,5/27/2024,7.88,157.45
Merry,5/15/2024,6.07,129.56
Merry,5/28/2024,2.17,39.52
Merry,5/11/2024,6.67,132.66
Merry,5/1/2024,5.97,119.34
Merry,5/23/2024,9.11,169.33
Merry,5/23/2024,8.23,148.32
Merry,5/2/2024,2,36.11
Merry,5/14/2024,9.01,197.22
Merry,5/19/2024,8.9,179.72
Merry,5/19/2024,1.51,31.27
Merry,5/10/2024,4.96,99.5
Merry,5/17/2024,4.37,89.1
Merry,5/9/2024,1.87,34.24
Merry,6/29/2024,5.5,107.61
Merry,6/29/2024,8.11,173.86
Merry,6/5/2024,5.88,126.3
Merry,6/6/2024,5.05,95.49
Merry,6/8/2024,6.21,119.49
Merry,6/1/2024,2.6,49.35
Merry,6/1/2024,5.34,99.71
Merry,6/9/2024,8.19,180.11
Merry,6/9/2024,7.61,167.07
Merry,6/2/2024,7.12,130.89
Merry,6/7/2024,6.76,122.43
Merry,6/7/2024,4.8,103.72
Merry,6/28/2024,7.46,151.47
Merry,6/28/2024,8.73,164.84
Merry,6/21/2024,7.99,174.21
Merry,6/13/2024,0.89,16.66
Merry,6/10/2024,5,93.76
Merry,6/22/2024,4.3,81.83
Merry,7/24/2024,0.95,20.11
Merry,7/24/2024,8.71,190.73
Merry,7/13/2024,3.53,75.3
Merry,7/11/2024,0.53,11.13
Merry,7/28/2024,6.41,137.15
Merry,8/29/2024,8.32,180.04
Merry,8/29/2024,7.76,149.78
Merry,8/28/2024,4.26,90.37
Merry,8/28/2024,7.57,163.13
Merry,8/9/2024,8.08,175.18
Merry,8/5/2024,5.52,102.96
Merry,8/15/2024,1.57,32.86
Merry,8/17/2024,2.07,43.65
Merry,8/17/2024,4.58,91.46
Merry,8/10/2024,5.49,109.98
Merry,8/8/2024,2.49,48.31
Merry,8/8/2024,7.49,162.9
Merry,8/12/2024,4.23,83.71
Merry,8/12/2024,8.32,158.51
Merry,8/7/2024,5.04,99.85
Merry,8/7/2024,3.89,83.97
Merry,8/13/2024,8.78,191.24
Merry,8/16/2024,5.1,102.15
Merry,8/14/2024,7.77,164.96
Merry,8/31/2024,5.47,111.91
Merry,8/1/2024,1.8,38.02
Merry,9/26/2024,5.29,109.53
Merry,9/26/2024,6.69,120.59
Merry,9/23/2024,6.2,136.02
Merry,9/23/2024,1.34,27.59
Merry,9/15/2024,1.41,27.34
Merry,9/18/2024,4.07,75.87
Merry,9/14/2024,1.51,31.25
Merry,9/14/2024,7.28,158.33
Merry,9/5/2024,2.05,42.8
Merry,9/16/2024,7.41,143.4
Merry,9/6/2024,6.47,120.6
Merry,9/7/2024,1.32,27.55
Merry,10/15/2024,4.17,86.45
Merry,10/15/2024,2.49,54.76
Merry,10/17/2024,4.17,89.27
Merry,10/12/2024,9.92,182.39
Merry,10/12/2024,5.42,105.21
Merry,10/19/2024,0.87,16.49
Merry,11/8/2024,6,111
Merry,11/8/2024,3.43,62.18
Merry,11/10/2024,1.81,33.97
Merry,11/20/2024,4.65,97.44
Merry,11/20/2024,1.37,27.4
Merry,11/22/2024,1.7,32.74
Merry,11/21/2024,10,195.62
Merry,11/29/2024,4.22,80.93
Merry,11/26/2024,1.73,31.2
Merry,11/15/2024,4.71,91.2
Merry,11/28/2024,7.43,154.19
Merry,11/24/2024,4.49,95.47
Merry,11/16/2024,4.57,84.41
Merry,11/16/2024,6.59,144.13
Merry,11/27/2024,3.92,82.17
Merry,11/12/2024,9.37,192.65
Merry,11/4/2024,8.43,184.91
Merry,11/11/2024,2.58,47.59
Merry,11/1/2024,8.25,169.78
Merry,11/23/2024,1.9,36.31
Merry,12/18/2024,6.32,130.79
Merry,12/18/2024,7.99,169.23
Merry,12/26/2024,8.43,157.31
Merry,12/13/2024,3.57,69
Merry,12/13/2024,7.21,142.44
Merry,12/7/2024,1.14,23.97
Merry,12/15/2024,2.17,45.38
Merry,12/16/2024,6.81,145.62
Merry,12/16/2024,8.96,175.06
Merry,12/4/2024,8.95,163.89
Merry,12/6/2024,6.11,116.67
Merry,12/8/2024,8.94,162.24
Merry,12/27/2024,5.74,110.48
Merry,12/27/2024,8.95,194.89
Merry,12/2/2024,8.13,162.25
Merry,12/23/2024,8.49,158.15
Merry,12/23/2024,3.26,63.99
Merry,12/29/2024,6.54,120.66
Merry,12/28/2024,6.42,139.01
Merry,12/28/2024,6.66,139.19
Merry,12/20/2024,6.33,137.09
Merry,12/30/2024,5.74,106.45
Merry,12/3/2024,3.29,71.53
Merry,12/9/2024,9.03,172.86
Merry,12/21/2024,8.74,168.01
Pippin,1/5/2024,9.43,246.21
Pippin,1/5/2024,3.82,90.81
Pippin,1/3/2024,6.7,154.42
Pippin,1/3/2024,5.63,147.19
Pippin,1/20/2024,2.67,65.61
Pippin,1/4/2024,2.59,60.37
Pippin,1/11/2024,1.83,43.3
Pippin,1/11/2024,2.28,55.69
Pippin,1/26/2024,4.11,100.3
Pippin,1/19/2024,0.56,14.11
Pippin,1/19/2024,4.94,115.49
Pippin,1/7/2024,1.97,49.79
Pippin,1/10/2024,4.4,107.05
Pippin,1/21/2024,3.59,87.13
Pippin,1/28/2024,1.3,33.91
Pippin,1/13/2024,6.47,172.76
Pippin,1/13/2024,0.56,14.59
Pippin,1/8/2024,9.25,232.87
Pippin,1/8/2024,7.75,199.45
Pippin,1/16/2024,8.1,189.9
Pippin,1/24/2024,1.62,37.89
Pippin,1/1/2024,8.65,229.76
Pippin,2/21/2024,6.05,157.12
Pippin,2/21/2024,7.69,179.96
Pippin,2/22/2024,2.74,71.51
Pippin,2/26/2024,5.28,136.58
Pippin,2/26/2024,6.54,154.23
Pippin,2/15/2024,2.39,59.27
Pippin,2/2/2024,4.83,116.59
Pippin,2/12/2024,4.32,107.02
Pippin,2/12/2024,7.3,179.28
Pippin,2/14/2024,9.85,258.22
Pippin,2/14/2024,5.76,134.93
Pippin,2/16/2024,0.82,22.11
Pippin,2/19/2024,3.3,81.74
Pippin,2/7/2024,6.51,154.19
Pippin,2/25/2024,7.07,164.11
Pippin,2/24/2024,1.91,50.49
Pippin,2/20/2024,8.54,214.05
Pippin,2/28/2024,3.83,91.72
Pippin,2/28/2024,5.92,149.03
Pippin,2/10/2024,6.93,166.09
Pippin,2/10/2024,8.92,206.56
Pippin,2/3/2024,0.96,22.38
Pippin,2/9/2024,6.09,160.41
Pippin,2/4/2024,2.89,66.93
Pippin,3/19/2024,4.47,104.49
Pippin,3/19/2024,9.19,228.94
Pippin,3/1/2024,6.71,174.05
Pippin,3/11/2024,3.01,77.13
Pippin,3/11/2024,3.76,100.42
Pippin,3/3/2024,7.13,183.88
Pippin,3/21/2024,8.95,206.54
Pippin,3/10/2024,7.2,172.36
Pippin,3/26/2024,6.35,155.44
Pippin,3/9/2024,3.67,91.23
Pippin,3/13/2024,3.34,83.63
Pippin,3/23/2024,1.91,44.4
Pippin,4/3/2024,4.47,118.89
Pippin,4/3/2024,5.26,134.8
Pippin,4/17/2024,2.03,47.47
Pippin,4/9/2024,1.68,44.22
Pippin,4/22/2024,6.83,179.59
Pippin,4/13/2024,2.35,57.26
Pippin,4/8/2024,1.53,37.66
Pippin,5/6/2024,4.29,105.29
Pippin,5/6/2024,5.93,147.19
Pippin,5/21/2024,4.65,118.48
Pippin,5/20/2024,1.73,41.79
Pippin,5/20/2024,5.57,137.38
Pippin,5/8/2024,4.32,103.17
Pippin,5/29/2024,9.59,231.69
Pippin,5/27/2024,8.11,203.34
Pippin,5/27/2024,5.57,131.39
Pippin,5/23/2024,5.61,138.15
Pippin,5/14/2024,5.15,137.25
Pippin,5/7/2024,6.28,159.01
Pippin,5/7/2024,6.29,153.2
Pippin,5/11/2024,2.02,54.28
Pippin,5/12/2024,5.86,153.75
Pippin,5/28/2024,7.85,195.01
Pippin,5/19/2024,2.42,64.23
Pippin,6/4/2024,7.89,206.36
Pippin,6/4/2024,8.36,222.89
Pippin,6/23/2024,7.63,200.21
Pippin,6/7/2024,1.3,31.3
Pippin,6/16/2024,6.58,152.31
Pippin,6/19/2024,9.19,224.54
Pippin,6/9/2024,4.28,98.95
Pippin,6/30/2024,5.16,129.35
Pippin,6/13/2024,9.43,251.32
Pippin,6/1/2024,9.2,230.48
Pippin,7/7/2024,0.78,20.26
Pippin,7/7/2024,0.57,13.94
Pippin,7/23/2024,8.54,210.77
Pippin,7/23/2024,6.41,166.62
Pippin,7/16/2024,1.31,34.78
Pippin,7/16/2024,9.39,229.86
Pippin,7/24/2024,5.4,130.37
Pippin,7/30/2024,6.13,147.4
Pippin,7/15/2024,3.1,83.2
Pippin,7/1/2024,6.49,153.12
Pippin,7/22/2024,2.6,64.78
Pippin,7/11/2024,3.68,92.01
Pippin,7/11/2024,6.07,141.64
Pippin,7/28/2024,9.17,217.12
Pippin,7/28/2024,6.89,169.82
Pippin,7/29/2024,3.66,85.33
Pippin,7/25/2024,7.06,164.16
Pippin,7/18/2024,9.73,229.33
Pippin,7/8/2024,3.41,88.41
Pippin,7/20/2024,9.25,232.52
Pippin,8/15/2024,7.62,202.92
Pippin,8/15/2024,6.56,152.66
Pippin,8/21/2024,2.57,65.34
Pippin,8/4/2024,6.89,178.96
Pippin,8/16/2024,5.07,130.31
Pippin,8/23/2024,3.9,93.26
Pippin,8/3/2024,3.42,88.62
Pippin,8/12/2024,3.09,76.59
Pippin,8/14/2024,6.03,150.35
Pippin,8/25/2024,1.25,28.76
Pippin,8/8/2024,9.24,222.3
Pippin,8/6/2024,0.8,21.29
Pippin,8/19/2024,2.05,53.84
Pippin,8/1/2024,5.43,128.41
Pippin,8/9/2024,0.68,15.78
Pippin,9/30/2024,5.11,121.59
Pippin,9/30/2024,9.99,266.02
Pippin,9/5/2024,7.69,206.81
Pippin,9/7/2024,4.63,112.01
Pippin,9/18/2024,5.59,147
Pippin,10/12/2024,2.84,72.82
Pippin,10/12/2024,6.99,178.27
Pippin,10/19/2024,2.2,55.67
Pippin,10/10/2024,1.61,43
Pippin,10/17/2024,6.01,152.12
Pippin,10/21/2024,9,228.27
Pippin,10/7/2024,4.32,109.39
Pippin,11/25/2024,4.43,104.35
Pippin,11/25/2024,8.7,200.36
Pippin,11/30/2024,7.25,182.85
Pippin,11/8/2024,5.26,134.71
Pippin,11/28/2024,4.39,106.42
Pippin,11/6/2024,8.84,231.55
Pippin,11/21/2024,9.56,244.82
Pippin,11/24/2024,2.88,76.96
Pippin,11/11/2024,1,24.82
Pippin,11/14/2024,9.14,244.19
Pippin,11/5/2024,5.91,139.13
Pippin,11/26/2024,4.53,112.49
Pippin,12/15/2024,7.11,187.79
Pippin,12/15/2024,8.03,196.08
Pippin,12/19/2024,1.02,26.13
Pippin,12/3/2024,6.72,160.18
Pippin,12/11/2024,3.15,84.66
