Name,Date,Distance,Time
Merry,3/12/2025,3.36,67.08
Merry,3/26/2025,7.87,165.87
Merry,4/11/2025,1.01,19.86
Merry,4/11/2025,9.96,211.88
Merry,4/26/2025,0.69,14.34
Merry,4/10/2025,5.28,115.5
Merry,4/16/2025,1.96,42.77
Merry,4/27/2025,8.94,172.61
Merry,4/14/2025,3.14,58.12
Merry,4/28/2025,1.37,25.75
Merry,4/28/2025,9.69,202.48
Merry,4/13/2025,1.83,38.48
Merry,4/5/2025,1.16,22.21
Merry,4/4/2025,4.27,81.79
Merry,4/8/2025,5.27,105.25
Merry,4/15/2025,9.5,188.78
Merry,4/25/2025,0.65,12.87
Merry,4/25/2025,6.52,121.61
Merry,4/1/2025,7.64,158.15
Pippin,1/21/2025,7.53,189.4
Pippin,1/21/2025,3.78,99.34
Pippin,1/31/2025,2.61,61.31
Pippin,1/31/2025,0.5,12.35
Pippin,1/25/2025,5.07,119.15
Pippin,1/4/2025,8.31,191.43
Pippin,1/26/2025,6.03,142.6
Pippin,1/10/2025,9.68,232.8
Pippin,2/15/2025,4.02,93.29
Pippin,2/15/2025,4.89,120.51
Pippin,2/25/2025,8.43,196.45
Pippin,2/5/2025,0.71,16.83
Pippin,2/7/2025,4.14,105.16
Pippin,2/7/2025,2.07,52.8
Pippin,2/12/2025,4.88,117.51
Pippin,2/12/2025,3.64,85.63
Pippin,2/28/2025,0.92,23.29
Pippin,2/28/2025,1.89,45.89
Pippin,2/10/2025,7.97,191.23
Pippin,2/10/2025,2.72,62.6
Pippin,2/22/2025,8.17,191.73
Pippin,2/13/2025,1.73,40.39
Pippin,2/16/2025,7.31,179.01
Pippin,2/8/2025,4.89,114.09
Pippin,2/8/2025,7.58,188.47
Pippin,2/4/2025,1.21,29.42
Pippin,2/4/2025,6,142.21
Pippin,2/9/2025,4.88,114.83
Pippin,2/9/2025,1.02,23.92
Pippin,2/19/2025,3.5,84.31
Pippin,2/11/2025,7.58,185.23
Pippin,2/3/2025,8.21,195.86
Pippin,2/3/2025,6.15,157.11
Pippin,2/6/2025,6.02,140.27
Pippin,2/26/2025,1.54,38.39
Pippin,3/9/2025,5.59,137.23
Pippin,3/9/2025,9.07,237.26
Pippin,3/6/2025,4.49,108.27
Pippin,3/23/2025,3.31,78.17
Pippin,3/23/2025,5.93,154.17
Pippin,3/21/2025,1.95,46.14
Pippin,3/3/2025,1.44,37.06
Pippin,3/3/2025,4.36,113.68
Pippin,3/10/2025,6.8,164.78
Pippin,3/12/2025,3.39,89.06
Pippin,3/12/2025,6.88,164.75
Pippin,3/7/2025,1.48,39.48
Pippin,3/7/2025,3.09,81.32
Pippin,3/31/2025,3.92,97.95
Pippin,3/18/2025,3.14,78.95
Pippin,3/15/2025,8.29,211.15
Pippin,3/15/2025,9.61,223.09
Pippin,3/22/2025,4.93,120.67
Pippin,4/25/2025,9.11,217.91
Pippin,4/25/2025,4.23,110.81
Pippin,4/9/2025,6.9,164.16
Pippin,4/28/2025,2.29,57.84
Pippin,4/13/2025,4.66,115.97
Pippin,4/20/2025,2.82,74.58
Bilbo,1/14/2025,5.38,125.91
Bilbo,1/14/2025,0.54,13.56
Bilbo,1/3/2025,4.29,103.83
Bilbo,1/3/2025,9.62,232.41
Bilbo,1/21/2025,4.04,96.58
Bilbo,1/21/2025,1.92,50.11
Bilbo,1/8/2025,1.42,34.17
Bilbo,1/8/2025,5.72,133.29
Bilbo,1/31/2025,3.14,76.48
Bilbo,1/15/2025,4.22,113.65
Bilbo,1/15/2025,9.29,224.13
Bilbo,1/6/2025,7.88,210.63
Bilbo,1/6/2025,3.53,81.7
Bilbo,1/27/2025,7.98,187.38
Bilbo,1/13/2025,7.29,172.72
Bilbo,1/25/2025,9.26,242.61
Bilbo,1/7/2025,6.25,154.73
Bilbo,1/12/2025,2.48,63.85
Bilbo,1/20/2025,2.51,61.94
Bilbo,1/20/2025,8.58,208.88
Bilbo,1/28/2025,0.51,12.88
Bilbo,1/23/2025,6.64,175.09
Bilbo,1/10/2025,1.18,29.12
Bilbo,2/24/2025,8.64,202.34
Bilbo,2/24/2025,6.1,150.83
Bilbo,2/16/2025,5.52,147.94
Bilbo,2/16/2025,6.31,152.71
Bilbo,2/1/2025,2.35,60.72
Bilbo,2/20/2025,2.64,68.13
Bilbo,2/6/2025,8.68,226.22
Bilbo,3/13/2025,0.53,12.76
Bilbo,3/13/2025,0.56,13.03
Bilbo,3/19/2025,2.44,56.6
Bilbo,3/19/2025,1.27,29.89
Bilbo,3/10/2025,1.23,32.47
Bilbo,3/10/2025,9.28,245.31
Bilbo,3/12/2025,3.07,71.66
Bilbo,3/30/2025,3.97,107.13
Bilbo,3/30/2025,7.7,199.8
Bilbo,3/4/2025,1.55,37.26
Bilbo,3/17/2025,3.22,79.1
Bilbo,3/23/2025,9.85,261.7
Bilbo,3/18/2025,7.7,183.12
Bilbo,3/29/2025,9.14,223.34
Bilbo,3/31/2025,5.97,157.75
Bilbo,3/2/2025,7.86,183.25
Bilbo,3/2/2025,4.71,111.59
Bilbo,3/21/2025,9.33,234.06
Bilbo,3/27/2025,2.79,72.65
Bilbo,3/8/2025,2.56,67.18
Bilbo,3/8/2025,6.72,161.9
Bilbo,3/3/2025,4.11,103.33
Bilbo,3/20/2025,3.27,76.73
Bilbo,3/25/2025,1.4,32.54
Bilbo,4/21/2025,3.63,97.16
Bilbo,4/21/2025,5,124.49
Bilbo,4/8/2025,3.55,87.36
Bilbo,4/26/2025,3.51,80.88
Bilbo,4/3/2025,7.02,173.53
Bilbo,4/25/2025,4.02,94.58
Bilbo,4/12/2025,7.22,189.34
Bilbo,4/12/2025,1.9,44.67
Bilbo,4/1/2025,4.51,104.27
Bilbo,4/9/2025,5.96,146.56
Bilbo,4/9/2025,2.6,61.49
Bilbo,4/22/2025,7.61,175.94
Bilbo,4/29/2025,7.29,175.99
Bilbo,4/29/2025,1.13,29.35
Bilbo,4/23/2025,1.51,38.26
Bilbo,4/23/2025,3.69,97
Bilbo,4/7/2025,8.64,227.42
Bilbo,4/14/2025,2.9,72.85
Bilbo,4/14/2025,6.82,170.1
